Key,Values
FourKing:EightThreeSix,0.5,0.5
FourKing:EightThreeTen,0.5,0.5
FourKing:EightTwo,0,1
FourKing:EightTwoFive,0.5,0.5
FourKing:EightTwoJack,0.5,0.5
FourKing:EightTwoNine,0.5,0.5
FourKing:EightTwoQueen,0.1666666716337204,0.8333333134651184
FourKing:EightTwoSeven,0.5,0.5
FourKing:EightTwoSix,0.5,0.5
FourKing:EightTwoTen,0.5,0.5
FourKing:FiveAce,0.5,0.5
FourKing:FiveAceEight,0.5,0.5
FourKing:FiveAceJack,0.5,0.5
FourKing:FiveAceNine,0.5,0.5
FourKing:FiveAceQueen,0.5,0.5
FourKing:FiveAceSeven,0.5,0.5
FourKing:FiveAceSix,0.5,0.5
FourKing:FiveAceTen,0.5,0.5
FourKing:FiveEight,0.5,0.5
FourKing:FiveEightJack,0,1
FourKing:FiveEightNine,0,1
FourKing:FiveEightQueen,0,1
FourKing:FiveEightSeven,0,1
FourKing:FiveEightSix,0,1
FourKing:FiveEightTen,0,1
FourKing:FiveJack,0.5,0.5
FourKing:FiveJackEight,0,1
FourKing:FiveJackNine,0,1
FourKing:FiveJackQueen,0,1
FourKing:FiveJackSeven,0,1
FourKing:FiveJackSix,0,1
FourKing:FiveJackTen,0,1
FourKing:FiveNine,1,0
FourKing:FiveNineEight,0,1
FourKing:FiveNineJack,0,1
FourKing:FiveNineQueen,0,1
FourKing:FiveNineSeven,0,1
FourKing:FiveNineSix,0,1
FourKing:FiveNineTen,0,1
FourKing:FiveQueen,0.5,0.5
FourKing:FiveQueenEight,0,1
FourKing:FiveQueenJack,0,1
FourKing:FiveQueenNine,0,1
FourKing:FiveQueenSeven,0,1
FourKing:FiveQueenSix,0,1
FourKing:FiveQueenTen,0.5,0.5
FourKing:FiveSeven,1,0
FourKing:FiveSevenEight,0,1
FourKing:FiveSevenJack,0,1
FourKing:FiveSevenNine,0,1
FourKing:FiveSevenQueen,0,1
FourKing:FiveSevenSix,0,1
FourKing:FiveSevenTen,0,1
FourKing:FiveSix,1,0
FourKing:FiveSixEight,0,1
FourKing:FiveSixJack,0,1
FourKing:FiveSixNine,0,1
FourKing:FiveSixQueen,0,1
FourKing:FiveSixSeven,0,1
FourKing:FiveSixTen,0,1
FourKing:FiveTen,1,0
FourKing:FiveTenEight,0,1
FourKing:FiveTenJack,0,1
FourKing:FiveTenNine,0,1
FourKing:FiveTenQueen,0,1
FourKing:FiveTenSeven,0,1
FourKing:FiveTenSix,0,1
FourKing:FiveThree,0,1
FourKing:FiveThreeEight,0.5,0.5
FourKing:FiveThreeJack,0.5,0.5
FourKing:FiveThreeNine,0.5,0.5
FourKing:FiveThreeQueen,0.5,0.5
FourKing:FiveThreeSeven,0.5,0.5
FourKing:FiveThreeSix,0.5,0.5
FourKing:FiveThreeTen,0.5,0.5
FourKing:FiveTwo,0.5,0.5
FourKing:FiveTwoEight,0.5,0.5
FourKing:FiveTwoJack,0.5,0.5
FourKing:FiveTwoNine,0.5,0.5
FourKing:FiveTwoQueen,0.5,0.5
FourKing:FiveTwoSeven,0.5,0.5
FourKing:FiveTwoSix,0.5,0.5
FourKing:FiveTwoTen,0.1666666716337204,0.8333333134651184
FourKing:JackAce,0.9985259175300598,0.0014740676851943135
FourKing:JackAceEight,0.5,0.5
FourKing:JackAceFive,0.5,0.5
FourKing:JackAceNine,0.5,0.5
FourKing:JackAceQueen,0.5,0.5
FourKing:JackAceSeven,0.5,0.5
FourKing:JackAceSix,0.5,0.5
FourKing:JackAceTen,0.5,0.5
FourKing:JackEight,0.5,0.5
FourKing:JackEightFive,0.5,0.5
FourKing:JackEightNine,0.5,0.5
FourKing:JackEightQueen,0.5,0.5
FourKing:JackEightSeven,0.5,0.5
FourKing:JackEightSix,0.5,0.5
FourKing:JackEightTen,0.5,0.5
FourKing:JackFive,0.5,0.5
FourKing:JackFiveEight,0.5,0.5
FourKing:JackFiveNine,0.5,0.5
FourKing:JackFiveQueen,0.5,0.5
FourKing:JackFiveSeven,0.5,0.5
FourKing:JackFiveSix,0.5,0.5
FourKing:JackFiveTen,0.5,0.5
FourKing:JackNine,0.5,0.5
FourKing:JackNineEight,0.5,0.5
FourKing:JackNineFive,0.5,0.5
FourKing:JackNineQueen,0.5,0.5
FourKing:JackNineSeven,0.5,0.5
FourKing:JackNineSix,0.5,0.5
FourKing:JackNineTen,0.5,0.5
FourKing:JackQueen,0.9956349730491638,0.004365016706287861
FourKing:JackQueenEight,0,1
FourKing:JackQueenFive,0.0011257719015702605,0.9988742470741272
FourKing:JackQueenNine,0,1
FourKing:JackQueenSeven,0,1
FourKing:JackQueenSix,0.0015519672306254506,0.9984480142593384
FourKing:JackQueenTen,0,1
FourKing:JackSeven,0.5,0.5
FourKing:JackSevenEight,0.5,0.5
FourKing:JackSevenFive,0.5,0.5
FourKing:JackSevenNine,0.5,0.5
FourKing:JackSevenQueen,0.5,0.5
FourKing:JackSevenSix,0.5,0.5
FourKing:JackSevenTen,0.5,0.5
FourKing:JackSix,0.013722488656640053,0.9862775206565857
FourKing:JackSixEight,0.5,0.5
FourKing:JackSixFive,0.5,0.5
FourKing:JackSixNine,0.5,0.5
FourKing:JackSixQueen,0.5,0.5
FourKing:JackSixSeven,0.5,0.5
FourKing:JackSixTen,0.5,0.5
FourKing:JackTen,0.5,0.5
FourKing:JackTenEight,0.5,0.5
FourKing:JackTenFive,0.5,0.5
FourKing:JackTenNine,0.5,0.5
FourKing:JackTenQueen,0.5,0.5
FourKing:JackTenSeven,0.5,0.5
FourKing:JackTenSix,0.5,0.5
FourKing:JackThree,0.0010982988169416785,0.9989017248153687
FourKing:JackThreeEight,0.5,0.5
FourKing:JackThreeFive,0.5,0.5
FourKing:JackThreeNine,0.5,0.5
FourKing:JackThreeQueen,0.5,0.5
FourKing:JackThreeSeven,0.5,0.5
FourKing:JackThreeSix,0.5,0.5
FourKing:JackThreeTen,0.5,0.5
FourKing:JackTwo,0.006016205530613661,0.993983805179596
FourKing:JackTwoEight,0.5,0.5
FourKing:JackTwoFive,0.5,0.5
FourKing:JackTwoNine,0.5,0.5
FourKing:JackTwoQueen,0.5,0.5
FourKing:JackTwoSeven,0.5,0.5
FourKing:JackTwoSix,0.5,0.5
FourKing:JackTwoTen,0.5,0.5
FourKing:NineAce,1,0
FourKing:NineAceEight,0.5,0.5
FourKing:NineAceFive,0.5,0.5
FourKing:NineAceJack,0.5,0.5
FourKing:NineAceQueen,0.5,0.5
FourKing:NineAceSeven,0.5,0.5
FourKing:NineAceSix,0.5,0.5
FourKing:NineAceTen,0.5,0.5
FourKing:NineEight,0.5,0.5
FourKing:NineEightFive,0.5,0.5
FourKing:NineEightJack,0.5,0.5
FourKing:NineEightQueen,0.5,0.5
FourKing:NineEightSeven,0.5,0.5
FourKing:NineEightSix,0.5,0.5
FourKing:NineEightTen,0.5,0.5
FourKing:NineFive,0.5,0.5
FourKing:NineFiveEight,0.5,0.5
FourKing:NineFiveJack,0.5,0.5
FourKing:NineFiveQueen,0.5,0.5
FourKing:NineFiveSeven,0.5,0.5
FourKing:NineFiveSix,0.5,0.5
FourKing:NineFiveTen,0.5,0.5
FourKing:NineJack,1,0
FourKing:NineJackEight,0,1
FourKing:NineJackFive,0,1
FourKing:NineJackQueen,0,1
FourKing:NineJackSeven,0,1
FourKing:NineJackSix,0,1
FourKing:NineJackTen,0,1
FourKing:NineQueen,1,0
FourKing:NineQueenEight,0,1
FourKing:NineQueenFive,0,1
FourKing:NineQueenJack,0,1
FourKing:NineQueenSeven,0,1
FourKing:NineQueenSix,0,1
FourKing:NineQueenTen,0,1
FourKing:NineSeven,0.5,0.5
FourKing:NineSevenEight,0.5,0.5
FourKing:NineSevenFive,0.5,0.5
FourKing:NineSevenJack,0.5,0.5
FourKing:NineSevenQueen,0.5,0.5
FourKing:NineSevenSix,0.5,0.5
FourKing:NineSevenTen,0.5,0.5
FourKing:NineSix,0,1
FourKing:NineSixEight,0.5,0.5
FourKing:NineSixFive,0.5,0.5
FourKing:NineSixJack,0.5,0.5
FourKing:NineSixQueen,0.5,0.5
FourKing:NineSixSeven,0.5,0.5
FourKing:NineSixTen,0.5,0.5
FourKing:NineTen,1,0
FourKing:NineTenEight,0,1
FourKing:NineTenFive,0.0010103785898536444,0.9989896416664124
FourKing:NineTenJack,0,1
FourKing:NineTenQueen,0,1
FourKing:NineTenSeven,0,1
FourKing:NineTenSix,0,1
FourKing:NineThree,0,1
FourKing:NineThreeEight,0.5,0.5
FourKing:NineThreeFive,0.5,0.5
FourKing:NineThreeJack,0.5,0.5
FourKing:NineThreeQueen,0.5,0.5
FourKing:NineThreeSeven,0.5,0.5
FourKing:NineThreeSix,0.5,0.5
FourKing:NineThreeTen,0.5,0.5
FourKing:NineTwo,0,1
FourKing:NineTwoEight,0.5,0.5
FourKing:NineTwoFive,0.5,0.5
FourKing:NineTwoJack,0.5,0.5
FourKing:NineTwoQueen,0.5,0.5
FourKing:NineTwoSeven,0.5,0.5
FourKing:NineTwoSix,0.5,0.5
FourKing:NineTwoTen,0.5,0.5
FourKing:QueenAce,1,0
FourKing:QueenAceEight,0.5,0.5
FourKing:QueenAceFive,0.5,0.5
FourKing:QueenAceJack,0.5,0.5
FourKing:QueenAceNine,0.5,0.5
FourKing:QueenAceSeven,0.5,0.5
FourKing:QueenAceSix,0.5,0.5
FourKing:QueenAceTen,0.5,0.5
FourKing:QueenEight,0.5,0.5
FourKing:QueenEightFive,0.5,0.5
FourKing:QueenEightJack,0.5,0.5
FourKing:QueenEightNine,0.5,0.5
FourKing:QueenEightSeven,0.5,0.5
FourKing:QueenEightSix,0.5,0.5
FourKing:QueenEightTen,0.5,0.5
FourKing:QueenFive,0,1
FourKing:QueenFiveEight,0.5,0.5
FourKing:QueenFiveJack,0.5,0.5
FourKing:QueenFiveNine,0.5,0.5
FourKing:QueenFiveSeven,0.5,0.5
FourKing:QueenFiveSix,0.5,0.5
FourKing:QueenFiveTen,0.5,0.5
FourKing:QueenJack,0.5,0.5
FourKing:QueenJackEight,0.5,0.5
FourKing:QueenJackFive,0.5,0.5
FourKing:QueenJackNine,0.5,0.5
FourKing:QueenJackSeven,0.5,0.5
FourKing:QueenJackSix,0.5,0.5
FourKing:QueenJackTen,0.5,0.5
FourKing:QueenNine,0,1
FourKing:QueenNineEight,0.5,0.5
FourKing:QueenNineFive,0.5,0.5
FourKing:QueenNineJack,0.5,0.5
FourKing:QueenNineSeven,0.5,0.5
FourKing:QueenNineSix,0.5,0.5
FourKing:QueenNineTen,0.5,0.5
FourKing:QueenSeven,0.5,0.5
FourKing:QueenSevenEight,0.5,0.5
FourKing:QueenSevenFive,0.5,0.5
FourKing:QueenSevenJack,0.5,0.5
FourKing:QueenSevenNine,0.5,0.5
FourKing:QueenSevenSix,0.5,0.5
FourKing:QueenSevenTen,0.5,0.5
FourKing:QueenSix,0.5,0.5
FourKing:QueenSixEight,0.5,0.5
FourKing:QueenSixFive,0.5,0.5
FourKing:QueenSixJack,0.5,0.5
FourKing:QueenSixNine,0.5,0.5
FourKing:QueenSixSeven,0.5,0.5
FourKing:QueenSixTen,0.5,0.5
FourKing:QueenTen,0.5,0.5
FourKing:QueenTenEight,0.5,0.5
FourKing:QueenTenFive,0.5,0.5
FourKing:QueenTenJack,0.5,0.5
FourKing:QueenTenNine,0.5,0.5
FourKing:QueenTenSeven,0.5,0.5
FourKing:QueenTenSix,0.5,0.5
FourKing:QueenThree,0,1
FourKing:QueenThreeEight,0.5,0.5
FourKing:QueenThreeFive,0.5,0.5
FourKing:QueenThreeJack,0.5,0.5
FourKing:QueenThreeNine,0.5,0.5
FourKing:QueenThreeSeven,0.5,0.5
FourKing:QueenThreeSix,0.5,0.5
FourKing:QueenThreeTen,0.5,0.5
FourKing:QueenTwo,0,1
FourKing:QueenTwoEight,0.30000001192092896,0.699999988079071
FourKing:QueenTwoFive,0.5,0.5
FourKing:QueenTwoJack,0.5,0.5
FourKing:QueenTwoNine,0.5,0.5
FourKing:QueenTwoSeven,0.5,0.5
FourKing:QueenTwoSix,0.5,0.5
FourKing:QueenTwoTen,0.5,0.5
FourKing:SevenAce,1,0
FourKing:SevenAceEight,0.5,0.5
FourKing:SevenAceFive,0.5,0.5
FourKing:SevenAceJack,0.5,0.5
FourKing:SevenAceNine,0.5,0.5
FourKing:SevenAceQueen,0.5,0.5
FourKing:SevenAceSix,0.5,0.5
FourKing:SevenAceTen,0.5,0.5
FourKing:SevenEight,1,0
FourKing:SevenEightFive,0,1
FourKing:SevenEightJack,0,1
FourKing:SevenEightNine,0,1
FourKing:SevenEightQueen,0,1
FourKing:SevenEightSix,0,1
FourKing:SevenEightTen,0,1
FourKing:SevenFive,0,1
FourKing:SevenFiveEight,0.5,0.5
FourKing:SevenFiveJack,0.5,0.5
FourKing:SevenFiveNine,0.5,0.5
FourKing:SevenFiveQueen,0.5,0.5
FourKing:SevenFiveSix,0.5,0.5
FourKing:SevenFiveTen,0.5,0.5
FourKing:SevenJack,1,0
FourKing:SevenJackEight,0,1
FourKing:SevenJackFive,0,1
FourKing:SevenJackNine,0,1
FourKing:SevenJackQueen,0,1
FourKing:SevenJackSix,0,1
FourKing:SevenJackTen,0,1
FourKing:SevenNine,1,0
FourKing:SevenNineEight,0,1
FourKing:SevenNineFive,0,1
FourKing:SevenNineJack,0,1
FourKing:SevenNineQueen,0,1
FourKing:SevenNineSix,0,1
FourKing:SevenNineTen,0,1
FourKing:SevenQueen,0.5,0.5
FourKing:SevenQueenEight,0,1
FourKing:SevenQueenFive,0,1
FourKing:SevenQueenJack,0,1
FourKing:SevenQueenNine,0,1
FourKing:SevenQueenSix,0,1
FourKing:SevenQueenTen,0,1
FourKing:SevenSix,0.5,0.5
FourKing:SevenSixEight,0.5,0.5
FourKing:SevenSixFive,0.5,0.5
FourKing:SevenSixJack,0.5,0.5
FourKing:SevenSixNine,0.5,0.5
FourKing:SevenSixQueen,0.5,0.5
FourKing:SevenSixTen,0.5,0.5
FourKing:SevenTen,1,0
FourKing:SevenTenEight,0,1
FourKing:SevenTenFive,0,1
FourKing:SevenTenJack,0,1
FourKing:SevenTenNine,0,1
FourKing:SevenTenQueen,0,1
FourKing:SevenTenSix,0,1
FourKing:SevenThree,0,1
FourKing:SevenThreeEight,0.5,0.5
FourKing:SevenThreeFive,0.5,0.5
FourKing:SevenThreeJack,0.5,0.5
FourKing:SevenThreeNine,0.5,0.5
FourKing:SevenThreeQueen,0.5,0.5
FourKing:SevenThreeSix,0.5,0.5
FourKing:SevenThreeTen,0.5,0.5
FourKing:SevenTwo,0,1
FourKing:SevenTwoEight,0.5,0.5
FourKing:SevenTwoFive,0.5,0.5
FourKing:SevenTwoJack,0.5,0.5
FourKing:SevenTwoNine,0.5,0.5
FourKing:SevenTwoQueen,0.5,0.5
FourKing:SevenTwoSix,0.5,0.5
FourKing:SevenTwoTen,0.5,0.5
FourKing:SixAce,0.5,0.5
FourKing:SixAceEight,0.5,0.5
FourKing:SixAceFive,0.5,0.5
FourKing:SixAceJack,0.5,0.5
FourKing:SixAceNine,0.5,0.5
FourKing:SixAceQueen,0.5,0.5
FourKing:SixAceSeven,0.5,0.5
FourKing:SixAceTen,0.5,0.5
FourKing:SixEight,1,0
FourKing:SixEightFive,0,1
FourKing:SixEightJack,0,1
FourKing:SixEightNine,0,1
FourKing:SixEightQueen,0,1
FourKing:SixEightSeven,0,1
FourKing:SixEightTen,0,1
FourKing:SixFive,0,1
FourKing:SixFiveEight,0.5,0.5
FourKing:SixFiveJack,0.5,0.5
FourKing:SixFiveNine,0.5,0.5
FourKing:SixFiveQueen,0.5,0.5
FourKing:SixFiveSeven,0.5,0.5
FourKing:SixFiveTen,0.5,0.5
FourKing:SixJack,0.5,0.5
FourKing:SixJackEight,0,1
FourKing:SixJackFive,0,1
FourKing:SixJackNine,0,1
FourKing:SixJackQueen,0,1
FourKing:SixJackSeven,0,1
FourKing:SixJackTen,0,1
FourKing:SixNine,1,0
FourKing:SixNineEight,0,1
FourKing:SixNineFive,0,1
FourKing:SixNineJack,0,1
FourKing:SixNineQueen,0,1
FourKing:SixNineSeven,0,1
FourKing:SixNineTen,0,1
FourKing:SixQueen,0.5,0.5
FourKing:SixQueenEight,0,1
FourKing:SixQueenFive,0,1
FourKing:SixQueenJack,0,1
FourKing:SixQueenNine,0,1
FourKing:SixQueenSeven,0,1
FourKing:SixQueenTen,0,1
FourKing:SixSeven,1,0
FourKing:SixSevenEight,0,1
FourKing:SixSevenFive,0,1
FourKing:SixSevenJack,0,1
FourKing:SixSevenNine,0,1
FourKing:SixSevenQueen,0,1
FourKing:SixSevenTen,0,1
FourKing:SixTen,0.5,0.5
FourKing:SixTenEight,0,1
FourKing:SixTenFive,0,1
FourKing:SixTenJack,0,1
FourKing:SixTenNine,0,1
FourKing:SixTenQueen,0,1
FourKing:SixTenSeven,0,1
FourKing:SixThree,0,1
FourKing:SixThreeEight,0.5,0.5
FourKing:SixThreeFive,0.5,0.5
FourKing:SixThreeJack,0.5,0.5
FourKing:SixThreeNine,0.5,0.5
FourKing:SixThreeQueen,0.5,0.5
FourKing:SixThreeSeven,0.5,0.5
FourKing:SixThreeTen,0.5,0.5
FourKing:SixTwo,0.5,0.5
FourKing:SixTwoEight,0.5,0.5
FourKing:SixTwoFive,0.5,0.5
FourKing:SixTwoJack,0.5,0.5
FourKing:SixTwoNine,0.5,0.5
FourKing:SixTwoQueen,0.5,0.5
FourKing:SixTwoSeven,0.5,0.5
FourKing:SixTwoTen,0.5,0.5
FourKing:TenAce,1,0
FourKing:TenAceEight,0.5,0.5
FourKing:TenAceFive,0.5,0.5
FourKing:TenAceJack,0.5,0.5
FourKing:TenAceNine,0.5,0.5
FourKing:TenAceQueen,0.5,0.5
FourKing:TenAceSeven,0.5,0.5
FourKing:TenAceSix,0.5,0.5
FourKing:TenEight,0,1
FourKing:TenEightFive,0.5,0.5
FourKing:TenEightJack,0.5,0.5
FourKing:TenEightNine,0.5,0.5
FourKing:TenEightQueen,0.5,0.5
FourKing:TenEightSeven,0.5,0.5
FourKing:TenEightSix,0.5,0.5
FourKing:TenFive,0.5,0.5
FourKing:TenFiveEight,0.5,0.5
FourKing:TenFiveJack,0.5,0.5
FourKing:TenFiveNine,0.5,0.5
FourKing:TenFiveQueen,0.5,0.5
FourKing:TenFiveSeven,0.5,0.5
FourKing:TenFiveSix,0.5,0.5
FourKing:TenJack,1,0
FourKing:TenJackEight,0.0010193962370976806,0.9989805817604065
FourKing:TenJackFive,0,1
FourKing:TenJackNine,0,1
FourKing:TenJackQueen,0,1
FourKing:TenJackSeven,0,1
FourKing:TenJackSix,0,1
FourKing:TenNine,0.5,0.5
FourKing:TenNineEight,0.5,0.5
FourKing:TenNineFive,0.5,0.5
FourKing:TenNineJack,0.5,0.5
FourKing:TenNineQueen,0.5,0.5
FourKing:TenNineSeven,0.5,0.5
FourKing:TenNineSix,0.5,0.5
FourKing:TenQueen,1,0
FourKing:TenQueenEight,0,1
FourKing:TenQueenFive,0,1
FourKing:TenQueenJack,0,1
FourKing:TenQueenNine,0,1
FourKing:TenQueenSeven,0,1
FourKing:TenQueenSix,0,1
FourKing:TenSeven,0,1
FourKing:TenSevenEight,0.5,0.5
FourKing:TenSevenFive,0.5,0.5
FourKing:TenSevenJack,0.5,0.5
FourKing:TenSevenNine,0.5,0.5
FourKing:TenSevenQueen,0.5,0.5
FourKing:TenSevenSix,0.5,0.5
FourKing:TenSix,0.5,0.5
FourKing:TenSixEight,0.5,0.5
FourKing:TenSixFive,0.5,0.5
FourKing:TenSixJack,0.5,0.5
FourKing:TenSixNine,0.5,0.5
FourKing:TenSixQueen,0.5,0.5
FourKing:TenSixSeven,0.5,0.5
FourKing:TenThree,0,1
FourKing:TenThreeEight,0.5,0.5
FourKing:TenThreeFive,0.5,0.5
FourKing:TenThreeJack,0.5,0.5
FourKing:TenThreeNine,0.5,0.5
FourKing:TenThreeQueen,0.5,0.5
FourKing:TenThreeSeven,0.5,0.5
FourKing:TenThreeSix,0.5,0.5
FourKing:TenTwo,0,1
FourKing:TenTwoEight,0.5,0.5
FourKing:TenTwoFive,0.5,0.5
FourKing:TenTwoJack,0.5,0.5
FourKing:TenTwoNine,0.1666666716337204,0.8333333134651184
FourKing:TenTwoQueen,0.5,0.5
FourKing:TenTwoSeven,0.5,0.5
FourKing:TenTwoSix,0.5,0.5
FourKing:ThreeAce,0.5,0.5
FourKing:ThreeEight,0.5,0.5
FourKing:ThreeFive,1,0
FourKing:ThreeJack,0.5,0.5
FourKing:ThreeNine,0.5,0.5
FourKing:ThreeQueen,0.5,0.5
FourKing:ThreeSeven,1,0
FourKing:ThreeSix,1,0
FourKing:ThreeTen,1,0
FourKing:ThreeTwo,0.5,0.5
FourKing:ThreeTwoEight,0.5,0.5
FourKing:ThreeTwoFive,0.5,0.5
FourKing:ThreeTwoJack,0.5,0.5
FourKing:ThreeTwoNine,0.5,0.5
FourKing:ThreeTwoQueen,0.5,0.5
FourKing:ThreeTwoSix,0.5,0.5
FourKing:ThreeTwoTen,0.5,0.5
FourKing:TwoEight,0.5,0.5
FourKing:TwoFive,0.5,0.5
FourKing:TwoJack,0.5,0.5
FourKing:TwoNine,0.5,0.5
FourKing:TwoSeven,0.5,0.5
FourKing:TwoSix,0.5,0.5
FourKing:TwoTen,0.5,0.5
FourKing:TwoThree,0.5,0.5
FourKing:TwoThreeEight,0,1
FourKing:TwoThreeFive,0.5,0.5
FourKing:TwoThreeJack,0,1
FourKing:TwoThreeNine,0.5,0.5
FourKing:TwoThreeQueen,0,1
FourKing:TwoThreeSeven,0.5,0.5
FourKing:TwoThreeSix,0.5,0.5
FourKing:TwoThreeTen,0,1
FourKingAce:,0,0.5,0.5
FourKingAce:Eight,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Five,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Jack,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Nine,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Queen,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Seven,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Six,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourKingAce:Ten,0.3333333432674408,0.3333333432674408,0.3333333432674408
FourNine:AceEight,0.5,0.5
FourNine:AceFive,0.006055216770619154,0.9939447641372681
FourNine:AceJack,0.5,0.5
FourNine:AceSeven,0,1
FourNine:AceSix,0,1
FourNine:AceTen,0.5,0.5
FourNine:AceThree,0,1
FourNine:AceThreeEight,0,1
FourNine:AceThreeFive,0.5,0.5
FourNine:AceThreeSeven,0,1
FourNine:AceThreeSix,0.5,0.5
FourNine:AceTwo,0.002775399712845683,0.9972246289253235
FourNine:AceTwoEight,0,1
FourNine:AceTwoFive,0.5,0.5
FourNine:AceTwoSeven,0.5,0.5
FourNine:AceTwoSix,0,1
FourNine:EightAce,0.5,0.5
FourNine:EightAceFive,0.5,0.5
FourNine:EightAceSeven,0.5,0.5
FourNine:EightAceSix,0.5,0.5
FourNine:EightFive,0.5,0.5
FourNine:EightFiveSeven,0.5,0.5
FourNine:EightFiveSix,0.5,0.5
FourNine:EightJack,0.5,0.5
FourNine:EightJackFive,0.5,0.5
FourNine:EightJackSeven,0.5,0.5
FourNine:EightJackSix,0.5,0.5
FourNine:EightKing,0.9240121841430664,0.07598784565925598
FourNine:EightKingFive,0.5,0.5
FourNine:EightKingSeven,0.5,0.5
FourNine:EightKingSix,0.5,0.5
FourNine:EightQueen,0.6758737564086914,0.324126273393631
FourNine:EightQueenFive,0.5,0.5
FourNine:EightQueenSeven,0.5,0.5
FourNine:EightQueenSix,0.5,0.5
FourNine:EightSeven,0.5,0.5
FourNine:EightSevenFive,0.5,0.5
FourNine:EightSevenSix,0.5,0.5
FourNine:EightSix,0.11814744770526886,0.8818525671958923
FourNine:EightSixFive,0.5,0.5
FourNine:EightSixSeven,0.5,0.5
FourNine:EightTen,0.9291784763336182,0.07082153111696243
FourNine:EightTenFive,0.5,0.5
FourNine:EightTenSeven,0.5,0.5
FourNine:EightTenSix,0.5,0.5
FourNine:EightThree,0.16556291282176971,0.8344370722770691
FourNine:EightThreeFive,0.5,0.5
FourNine:EightThreeSeven,0.5,0.5
FourNine:EightThreeSix,0.5,0.5
FourNine:EightTwo,0.40887850522994995,0.59112149477005
FourNine:EightTwoFive,0.5,0.5
FourNine:EightTwoSeven,0.5,0.5
FourNine:EightTwoSix,0.5,0.5
FourNine:FiveAce,0.5,0.5
FourNine:FiveAceEight,0.5,0.5
FourNine:FiveAceSeven,0.5,0.5
FourNine:FiveAceSix,0.5,0.5
FourNine:FiveEight,0.5,0.5
FourNine:FiveEightSeven,0,1
FourNine:FiveEightSix,0,1
FourNine:FiveJack,0.5,0.5
FourNine:FiveJackEight,0.5,0.5
FourNine:FiveJackSeven,0.5,0.5
FourNine:FiveJackSix,0.5,0.5
FourNine:FiveKing,0.5,0.5
FourNine:FiveKingEight,0.5,0.5
FourNine:FiveKingSeven,0.5,0.5
FourNine:FiveKingSix,0.5,0.5
FourNine:FiveQueen,0.5,0.5
FourNine:FiveQueenEight,0.5,0.5
FourNine:FiveQueenSeven,0.5,0.5
FourNine:FiveQueenSix,0.5,0.5
FourNine:FiveSeven,0.5,0.5
FourNine:FiveSevenEight,0,1
FourNine:FiveSevenSix,0,1
FourNine:FiveSix,0.5,0.5
FourNine:FiveSixEight,0,1
FourNine:FiveSixSeven,0,1
FourNine:FiveTen,0.5,0.5
FourNine:FiveTenEight,0.5,0.5
FourNine:FiveTenSeven,0.5,0.5
FourNine:FiveTenSix,0.5,0.5
FourNine:FiveThree,0,1
FourNine:FiveThreeEight,0.5,0.5
FourNine:FiveThreeSeven,0.5,0.5
FourNine:FiveThreeSix,0.5,0.5
FourNine:FiveTwo,0,1
FourNine:FiveTwoEight,0.3333333432674408,0.6666666865348816
FourNine:FiveTwoSeven,0.5,0.5
FourNine:FiveTwoSix,0.5,0.5
FourNine:JackAce,0.9929702877998352,0.007029704749584198
FourNine:JackAceEight,0.493792325258255,0.5062077045440674
FourNine:JackAceFive,0.4595588147640228,0.5404411554336548
FourNine:JackAceSeven,0.15318627655506134,0.8468137383460999
FourNine:JackAceSix,0.5,0.5
FourNine:JackEight,0.5,0.5
FourNine:JackFive,0,1
FourNine:JackKing,1,0
FourNine:JackKingEight,0,1
FourNine:JackKingFive,0,1
FourNine:JackKingSeven,0,1
FourNine:JackKingSix,0,1
FourNine:JackQueen,0.5,0.5
FourNine:JackQueenEight,0,1
FourNine:JackQueenFive,0,1
FourNine:JackQueenSeven,0,1
FourNine:JackQueenSix,0,1
FourNine:JackSeven,0.5,0.5
FourNine:JackSix,0.5,0.5
FourNine:JackTen,0.5,0.5
FourNine:JackThree,0,1
FourNine:JackThreeEight,0,1
FourNine:JackThreeFive,0.0019769640639424324,0.9980230331420898
FourNine:JackThreeSeven,0,1
FourNine:JackThreeSix,0.5,0.5
FourNine:JackTwo,0,1
FourNine:JackTwoEight,0.5,0.5
FourNine:JackTwoFive,0,1
FourNine:JackTwoSeven,0,1
FourNine:JackTwoSix,0,1
FourNine:KingAce,1,0
FourNine:KingAceEight,0,1
FourNine:KingAceFive,0,1
FourNine:KingAceSeven,0,1
FourNine:KingAceSix,0,1
FourNine:KingEight,0.5,0.5
FourNine:KingFive,0,1
FourNine:KingJack,0.5,0.5
FourNine:KingQueen,0.5,0.5
FourNine:KingSeven,0.5,0.5
FourNine:KingSix,0.046550583094358444,0.9534494280815125
FourNine:KingTen,0.5,0.5
FourNine:KingThree,0,1
FourNine:KingThreeEight,0,1
FourNine:KingThreeFive,0.003840081859380007,0.9961599111557007
